Parameter,Value,name,mcs ( in DL),retx (# of retransmissions requested by the UE),txok (# of successful transmissions),"bit rate (average bitrate (at the MAC layer), in bits per second in DL)",snr,mcs (UL),rxko (# of retransmissions requested by the gNB),rxok (# of received uplink transport blocks without error),bitrate UL(mbps),# of iterations of the†LDPC decoder
CenterFrequency,507000,CenterFrequency507000,21.5,30,2642,101.00,12.7,10.9,3,208,0.14,2.2
CenterFrequency,507000,CenterFrequency507000,21.9,22,2628,101.00,13.4,11.7,1,207,0.151,2.5
CenterFrequency,507000,CenterFrequency507000,23.1,23,2541,101.00,12.9,11,2,216,0.153,2.2
CenterFrequency,507000,CenterFrequency507000,21.1,28,2722,101.00,13.2,10.9,1,226,0.159,2.3
CenterFrequency,507000,CenterFrequency507000,21.4,29,2723,101.00,12.5,10.8,2,234,0.167,2.3
CenterFrequency,507000,CenterFrequency507000,22.4,24,2597,103.00,12.3,11.1,0,205,0.143,2.3
CenterFrequency,507000,CenterFrequency507000,21.6,32,2675,103.00,13.9,11.2,3,213,0.144,2.3
CenterFrequency,507000,CenterFrequency507000,23.1,22,2495,103.00,13.9,11.4,2,203,0.147,2.4
CenterFrequency,507000,CenterFrequency507000,20.5,32,2826,103.00,10.5,10.6,3,215,0.149,2.2
CenterFrequency,507000,CenterFrequency507000,20.2,42,2848,103.00,15.5,10.8,3,218,0.151,2.5
CenterFrequency,507000,CenterFrequency507000,22.7,28,2551,103.00,15.9,11.1,0,213,0.153,2.2
CenterFrequency,507000,CenterFrequency507000,20.1,37,2862,103.00,10.9,10.6,0,205,0.155,2.1
CenterFrequency,507000,CenterFrequency507000,21.5,26,2751,104.00,11.4,10.8,0,229,0.158,2.2
CenterFrequency,507000,CenterFrequency507000,22,32,2739,104.00,14.4,10.6,1,230,0.159,2.2
CenterFrequency,507000,CenterFrequency507000,23.1,28,2567,104.00,15.3,11.4,3,213,0.16,2.4
CenterFrequency,507000,CenterFrequency507000,21.7,24,2731,104.00,14.6,11.1,1,223,0.166,2.2
CenterFrequency,507000,CenterFrequency507000,21.2,27,2768,105.00,12.7,11,2,216,0.14,2.4
CenterFrequency,507000,CenterFrequency507000,21.1,33,2806,105.00,14.1,11,1,215,0.149,2.3
CenterFrequency,507000,CenterFrequency507000,23.2,25,2598,105.00,14.6,11.6,2,213,0.179,2.4
CenterFrequency,507000,CenterFrequency507000,20.6,37,2853,106.00,13.9,10.4,2,220,0.149,2.2
CenterFrequency,507000,CenterFrequency507000,23.3,27,2575,106.00,10.4,10.9,3,209,0.157,2.2
CenterFrequency,507000,CenterFrequency507000,21.6,27,2765,106.00,11.7,10.6,0,218,0.166,2.2
CenterFrequency,507000,CenterFrequency507000,22.1,27,2777,107.00,14.7,11.1,2,229,0.16,2.4
CenterFrequency,507000,CenterFrequency507000,22.2,33,2693,108.00,12.6,9.6,0,205,0.137,1.6
CenterFrequency,507000,CenterFrequency507000,21.2,40,2854,109.00,11.9,10.6,1,228,0.159,2.1
CenterFrequency,507000,CenterFrequency507000,22.4,26,2744,109.00,14.8,11.4,6,220,0.162,2.6
CenterFrequency,507000,CenterFrequency507000,22.2,35,2778,109.00,11.1,11.3,5,234,0.174,2.4
CenterFrequency,507000,CenterFrequency507000,21.6,32,2823,110.00,12.1,11.1,2,234,0.161,2.3
CenterFrequency,507000,CenterFrequency507000,22.8,32,2713,111.00,14.3,11.6,1,208,0.143,2.5
CenterFrequency,507000,CenterFrequency507000,23.3,21,2668,111.00,13.3,11.6,2,223,0.166,2.5
CenterFrequency,507000,CenterFrequency507000,22.4,22,2878,116.00,13.2,9.1,0,236,0.207,1.6
CenterFrequency,507000,CenterFrequency507000,22.8,32,2868,119.00,10.5,9.5,0,222,0.15,1.6
CenterFrequency,507000,CenterFrequency507000,23.2,29,2871,121.00,10.6,9.3,0,219,0.154,1.6
CenterFrequency,507000,CenterFrequency507000,23.6,28,2872,123.00,14,9.2,0,208,0.16,1.6
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,0,0,0,0.00,0,0,0,0,0,0
CenterFrequency,514800,CenterFrequency514800,7.7,2,6,0.00,11.7,6.5,0,3,0.736,1.3
CenterFrequency,514800,CenterFrequency514800,6,0,3,0.00,4.2,9,0,2,0.552,2.5
CenterFrequency,514800,CenterFrequency514800,10.8,2,4,0.00,13.3,13.4,64,4,0.0011,9.5
CenterFrequency,514800,CenterFrequency514800,11.3,4,6,0.00,10.8,6,0,4,0.001,1.2
CenterFrequency,514800,CenterFrequency514800,11,2,5,0.00,10.2,10,0,3,0.001,1.3
CenterFrequency,514800,CenterFrequency514800,8.2,1,6,0.00,6.4,8.6,0,6,0.0018,2
CenterFrequency,514800,CenterFrequency514800,9.9,5,7,0.00,9.3,7.2,0,6,0.0016,2
CenterFrequency,514800,CenterFrequency514800,10.9,2,7,0.00,5.7,7.3,0,7,0.0015,1.4
CenterFrequency,514800,CenterFrequency514800,10.3,4,6,0.00,6.4,7.6,1,8,0.0015,2.6
CenterFrequency,514800,CenterFrequency514800,10.4,5,7,0.00,5.2,7.2,0,7,0.0015,1.9
CenterFrequency,514800,CenterFrequency514800,10.6,3,7,0.00,7.2,7.9,0,8,0.0016,1.9
CenterFrequency,514800,CenterFrequency514800,10.7,3,6,0.00,12.8,7.5,0,7,0.0015,2
CenterFrequency,514800,CenterFrequency514800,11.1,4,7,0.00,9.3,7.6,0,6,0.0014,1.3
CenterFrequency,514800,CenterFrequency514800,13.3,4,6,0.00,5.5,8.2,0,7,0.0017,1.9
CenterFrequency,514800,CenterFrequency514800,9.2,4,9,0.00,13,9.2,0,6,0.0017,2
CenterFrequency,514800,CenterFrequency514800,19,1,4,0.00,8.3,-,0,0,0,
CenterFrequency,514800,CenterFrequency514800,19,0,4,0.00,9.2,-,0,0,0,
CenterFrequency,514800,CenterFrequency514800,19,1,4,0.00,12.5,-,0,0,0,
CenterFrequency,514800,CenterFrequency514800,9.4,6,8,0.00,7,6.5,1,9,0.0019,3.1
CenterFrequency,514800,CenterFrequency514800,10.2,4,8,0.00,10.9,8.2,0,6,0.0017,1.8
CenterFrequency,514800,CenterFrequency514800,10.4,4,8,0.00,3,7.2,0,7,0.0017,1.9
CenterFrequency,514800,CenterFrequency514800,13.1,7,7,0.00,8.3,8.2,0,7,0.0017,1.6
CenterFrequency,514800,CenterFrequency514800,10.5,3,8,0.00,8.5,7.1,1,10,0.002,2.6
CenterFrequency,514800,CenterFrequency514800,10,2,9,0.00,7.2,7.3,0,8,0.0017,2
CenterFrequency,514800,CenterFrequency514800,17.5,1,4,0.00,12.5,-,0,0,0,
CenterFrequency,514800,CenterFrequency514800,7.5,1,10,0.00,5.4,6.5,1,12,0.0028,2.5
CenterFrequency,514800,CenterFrequency514800,14.8,0,5,0.00,7.7,11,0,6,0.0022,2.2
CenterFrequency,514800,CenterFrequency514800,19,2,5,0.00,8.3,5,0,1,0.58,2
CenterFrequency,514800,CenterFrequency514800,19,1,5,0.00,12.5,5,0,1,0.58,1
CenterFrequency,514800,CenterFrequency514800,13.6,6,13,0.00,5.2,8,0,23,0.0082,2
CenterFrequency,514800,CenterFrequency514800,8.9,8,15,0.00,6,6.2,0,18,0.0048,1.5
CenterFrequency,514800,CenterFrequency514800,21.2,11,35,0.03,9.2,8.7,0,24,0.02,2
CenterFrequency,514800,CenterFrequency514800,18.3,132,590,15.80,11.1,8,0,86,0.144,2.1
CenterFrequency,514800,CenterFrequency514800,19.1,45,1546,19.00,12.9,10.5,4,172,0.097,2.5
CenterFrequency,514800,CenterFrequency514800,18.9,307,676,21.00,9.6,9.4,0,58,0.039,2.4
CenterFrequency,514800,CenterFrequency514800,19.1,156,810,26.50,11,9.1,0,68,0.044,2.1
CenterFrequency,514800,CenterFrequency514800,19.4,48,2033,26.90,10.8,10.7,2,171,0.098,2.6
CenterFrequency,514800,CenterFrequency514800,19,74,865,28.20,12,10,0,67,0.048,2.3
CenterFrequency,514800,CenterFrequency514800,19,66,865,28.20,13.4,10.2,2,68,0.049,2.5
CenterFrequency,514800,CenterFrequency514800,19.1,91,922,30.40,16.1,10.3,0,75,0.049,2.4
CenterFrequency,514800,CenterFrequency514800,19.1,420,968,30.80,9.7,9.3,0,79,0.06,2.3
CenterFrequency,514800,CenterFrequency514800,20.6,46,1085,30.90,11.7,9.8,2,153,0.139,2.2
CenterFrequency,514800,CenterFrequency514800,19.5,71,2125,32.20,16.1,10.1,2,172,0.105,2.3
CenterFrequency,514800,CenterFrequency514800,18.9,467,1001,32.30,11.5,9.4,1,84,0.059,2.4
CenterFrequency,514800,CenterFrequency514800,19.2,321,1070,33.50,12.9,9.4,1,90,0.057,2.5
CenterFrequency,514800,CenterFrequency514800,18.9,22,1247,34.20,9.7,10.3,1,149,0.151,2.4
CenterFrequency,514800,CenterFrequency514800,18.7,575,1056,34.40,12.7,9.6,0,85,0.062,2.4
CenterFrequency,514800,CenterFrequency514800,19,177,1076,35.30,13.9,9.5,2,83,0.06,2.4
CenterFrequency,514800,CenterFrequency514800,19.4,408,1114,35.30,14,9.5,1,95,0.08,2.6
CenterFrequency,514800,CenterFrequency514800,18.3,625,1203,35.80,9.3,8.3,0,106,0.073,2.3
CenterFrequency,514800,CenterFrequency514800,19.1,510,1146,35.90,9.7,9.6,1,95,0.065,2.6
CenterFrequency,514800,CenterFrequency514800,18.7,86,1118,36.10,14.9,10,1,86,0.058,2.3
CenterFrequency,514800,CenterFrequency514800,19.6,427,1100,36.30,11.8,9.4,0,102,0.071,2.4
CenterFrequency,514800,CenterFrequency514800,17.1,806,1249,36.80,10.7,8.3,0,102,0.07,2.3
CenterFrequency,514800,CenterFrequency514800,18.4,444,1239,37.20,9.9,9.4,1,101,0.068,2.5
CenterFrequency,514800,CenterFrequency514800,18.4,461,1260,37.30,9.2,9.7,3,111,0.08,2.9
CenterFrequency,514800,CenterFrequency514800,19.1,419,1288,37.90,8.6,9.6,2,117,0.077,2.8
CenterFrequency,514800,CenterFrequency514800,18.7,518,1209,37.90,11.8,9.5,1,101,0.078,2.4
CenterFrequency,514800,CenterFrequency514800,18.8,473,1303,38.10,11.4,9.5,2,111,0.074,2.5
CenterFrequency,514800,CenterFrequency514800,18.9,364,1179,38.40,11.6,9.5,0,103,0.071,2.5
CenterFrequency,514800,CenterFrequency514800,19,716,1551,38.60,10.1,9.5,1,129,0.091,2.4
CenterFrequency,514800,CenterFrequency514800,18.7,345,1195,39.00,9.8,9.5,1,114,0.09,2.6
CenterFrequency,514800,CenterFrequency514800,18.7,501,1679,39.20,9.9,9.5,0,126,0.079,2.6
CenterFrequency,514800,CenterFrequency514800,18.3,746,1338,39.30,10.2,7.7,0,102,0.076,2.1
CenterFrequency,514800,CenterFrequency514800,19.1,604,1602,39.30,11.2,9.5,1,124,0.088,2.5
CenterFrequency,514800,CenterFrequency514800,18.3,576,1652,39.30,11.2,9.5,0,128,0.09,2.5
CenterFrequency,514800,CenterFrequency514800,19.2,584,1513,39.60,12.7,9.6,1,116,0.081,2.6
CenterFrequency,514800,CenterFrequency514800,17.6,553,1408,39.80,10.3,9.6,1,115,0.081,2.6
CenterFrequency,514800,CenterFrequency514800,19.3,118,1173,40.00,10.3,9.4,3,98,0.056,2.3
CenterFrequency,514800,CenterFrequency514800,18.8,574,1237,40.30,10.5,9.7,1,107,0.074,2.7
CenterFrequency,514800,CenterFrequency514800,19.1,62,1217,40.50,15,10.2,0,92,0.062,2.3
CenterFrequency,514800,CenterFrequency514800,19.1,197,1222,41.00,13.4,9.2,1,93,0.061,2.2
CenterFrequency,514800,CenterFrequency514800,18.6,616,1641,41.00,12.1,9.7,2,135,0.087,2.7
CenterFrequency,514800,CenterFrequency514800,19.2,468,1309,41.50,10.3,9.5,2,108,0.075,2.6
CenterFrequency,514800,CenterFrequency514800,18.8,750,1349,41.60,9.6,8.4,0,112,0.075,2.2
CenterFrequency,514800,CenterFrequency514800,16.9,673,1450,41.70,10.1,9.6,1,110,0.089,2.6
CenterFrequency,514800,CenterFrequency514800,19,201,1791,41.80,14.3,9.6,1,142,0.085,2.3
CenterFrequency,514800,CenterFrequency514800,18.8,558,1558,41.80,12.9,9.6,1,130,0.086,2.6
CenterFrequency,514800,CenterFrequency514800,18,401,1340,41.90,10.3,9.8,2,106,0.072,2.8
CenterFrequency,514800,CenterFrequency514800,19.7,45,1237,41.90,15.2,10,0,109,0.074,2.2
CenterFrequency,514800,CenterFrequency514800,18.5,680,1537,41.90,12.5,9.6,2,125,0.094,2.6
CenterFrequency,514800,CenterFrequency514800,18.9,602,1808,42.00,10.7,9.6,1,152,0.102,2.4
CenterFrequency,514800,CenterFrequency514800,19,268,2168,42.20,14.9,9.7,4,158,0.088,2.5
CenterFrequency,514800,CenterFrequency514800,18.6,650,1573,42.40,11.8,9.5,2,126,0.082,2.6
CenterFrequency,514800,CenterFrequency514800,19,702,1722,42.50,13.1,9.7,4,147,0.095,2.8
CenterFrequency,514800,CenterFrequency514800,18.4,652,1470,42.60,12.1,8.3,0,120,0.078,2.2
CenterFrequency,514800,CenterFrequency514800,17.6,563,1531,42.60,13.5,9.4,2,129,0.093,2.5
CenterFrequency,514800,CenterFrequency514800,19,260,1880,42.70,12.9,9.7,2,150,0.092,2.3
CenterFrequency,514800,CenterFrequency514800,18.9,529,1436,42.80,12.8,9.7,4,137,0.086,2.8
CenterFrequency,514800,CenterFrequency514800,18.7,198,1810,42.90,13.2,9.6,2,167,0.118,2.3
CenterFrequency,514800,CenterFrequency514800,19,145,2179,43.00,11.2,10.2,4,176,0.109,2.4
CenterFrequency,514800,CenterFrequency514800,18.9,572,1564,43.10,10.3,9.5,0,127,0.088,2.5
CenterFrequency,514800,CenterFrequency514800,18.9,267,1841,43.20,8.8,9.4,0,135,0.084,2.1
CenterFrequency,514800,CenterFrequency514800,19,226,1613,43.30,14.3,9.7,1,130,0.088,2.2
CenterFrequency,514800,CenterFrequency514800,18,460,1550,43.30,12.8,9.4,0,133,0.089,2.4
CenterFrequency,514800,CenterFrequency514800,19.1,471,1330,43.40,11,9.4,0,112,0.079,2.5
CenterFrequency,514800,CenterFrequency514800,18.7,612,1687,43.50,12.9,9.6,3,133,0.092,2.7
CenterFrequency,514800,CenterFrequency514800,18.6,722,1527,43.60,9.9,7.6,0,121,0.081,2.1
CenterFrequency,514800,CenterFrequency514800,18.9,526,1567,43.60,9.9,9.5,1,134,0.086,2.4
CenterFrequency,514800,CenterFrequency514800,19,171,1471,43.70,10.4,9.5,2,137,0.077,2.2
CenterFrequency,514800,CenterFrequency514800,18.9,252,1961,43.70,15.5,9.6,1,148,0.088,2.3
CenterFrequency,514800,CenterFrequency514800,19,271,1850,43.80,13.9,9.5,1,136,0.081,2.2
CenterFrequency,514800,CenterFrequency514800,19,299,2138,43.80,11.3,9.7,2,159,0.093,2.4
CenterFrequency,514800,CenterFrequency514800,18.7,598,1436,44.00,10.2,9.6,1,119,0.085,2.5
CenterFrequency,514800,CenterFrequency514800,18.7,523,1397,44.10,10.6,9.5,2,113,0.073,2.6
CenterFrequency,514800,CenterFrequency514800,18.9,248,1826,44.30,15.4,9.4,2,141,0.082,2.2
CenterFrequency,514800,CenterFrequency514800,19,237,1897,44.30,14.1,9.5,1,150,0.086,2.3
CenterFrequency,514800,CenterFrequency514800,18.9,621,1765,44.30,10.2,9.6,2,142,0.094,2.7
CenterFrequency,514800,CenterFrequency514800,18.9,55,1366,44.40,13.9,10.3,0,99,0.068,2.3
CenterFrequency,514800,CenterFrequency514800,18,646,1544,44.40,10.6,9.5,0,114,0.08,2.5
CenterFrequency,514800,CenterFrequency514800,18.2,688,1468,44.50,11.3,9.5,1,118,0.086,2.6
CenterFrequency,514800,CenterFrequency514800,17.7,528,1538,44.50,11.2,9.6,4,125,0.087,2.7
CenterFrequency,514800,CenterFrequency514800,17.8,716,1503,44.60,8.4,9.5,2,120,0.082,2.6
CenterFrequency,514800,CenterFrequency514800,18.9,192,1910,44.60,16,9.6,4,148,0.083,2.4
CenterFrequency,514800,CenterFrequency514800,19,558,1461,44.60,9.2,9.6,5,131,0.085,2.8
CenterFrequency,514800,CenterFrequency514800,18.9,552,1623,44.70,13.9,9.4,0,153,0.098,2.5
CenterFrequency,514800,CenterFrequency514800,19.1,248,1802,44.80,10.7,9.8,3,144,0.083,2.5
CenterFrequency,514800,CenterFrequency514800,18,518,1467,44.80,13.3,9.6,0,126,0.084,2.5
CenterFrequency,514800,CenterFrequency514800,18.7,661,1398,45.20,9.9,9.4,0,116,0.083,2.4
CenterFrequency,514800,CenterFrequency514800,18.8,190,1772,45.20,16.1,9.6,2,144,0.084,2.4
CenterFrequency,514800,CenterFrequency514800,19.2,234,1963,45.30,9.5,9.3,0,151,0.088,2.1
CenterFrequency,514800,CenterFrequency514800,19.4,519,1414,45.40,9.9,9.5,2,119,0.08,2.7
CenterFrequency,514800,CenterFrequency514800,19,605,1530,45.40,9.8,9.6,0,133,0.094,2.5
CenterFrequency,514800,CenterFrequency514800,17.3,577,1527,45.50,10.3,9.7,0,114,0.083,2.6
CenterFrequency,514800,CenterFrequency514800,18.8,499,1396,45.50,11.5,9.4,1,117,0.086,2.5
CenterFrequency,514800,CenterFrequency514800,19.1,616,1690,45.50,11.3,9.7,1,134,0.09,2.6
CenterFrequency,514800,CenterFrequency514800,19.6,506,1400,45.60,11.3,9.4,1,109,0.074,2.5
CenterFrequency,514800,CenterFrequency514800,19.1,483,1387,45.60,9.5,9.3,1,127,0.082,2.4
CenterFrequency,514800,CenterFrequency514800,19,181,1718,45.60,9.2,9.3,0,141,0.087,2.1
CenterFrequency,514800,CenterFrequency514800,18.9,218,1726,45.70,11.1,9.8,3,136,0.081,2.4
CenterFrequency,514800,CenterFrequency514800,18.6,622,1807,45.80,12.2,9.5,1,133,0.086,2.5
CenterFrequency,514800,CenterFrequency514800,18.8,514,1481,45.80,12.7,9.5,1,124,0.086,2.5
CenterFrequency,514800,CenterFrequency514800,17.6,593,1786,45.90,10,9.7,3,159,0.116,2.7
CenterFrequency,514800,CenterFrequency514800,19.2,246,1967,45.90,15.6,9.3,0,150,0.083,2.1
CenterFrequency,514800,CenterFrequency514800,19,657,1616,45.90,10.5,9.5,1,131,0.094,2.5
CenterFrequency,514800,CenterFrequency514800,17.8,676,1557,46.00,9.8,9.6,2,140,0.099,2.7
CenterFrequency,514800,CenterFrequency514800,19,581,1721,46.10,11.2,9.5,1,149,0.1,2.5
CenterFrequency,514800,CenterFrequency514800,18.5,559,1653,46.10,9.1,9.7,3,139,0.092,2.6
CenterFrequency,514800,CenterFrequency514800,17.8,490,1486,46.20,8.3,9.6,1,118,0.084,2.5
CenterFrequency,514800,CenterFrequency514800,19.3,218,1769,46.20,13.9,9.3,0,142,0.085,2.1
CenterFrequency,514800,CenterFrequency514800,18.4,638,1556,46.20,8,9.6,0,129,0.093,2.5
CenterFrequency,514800,CenterFrequency514800,19.1,132,1363,46.30,11.9,9.4,0,108,0.063,2.1
CenterFrequency,514800,CenterFrequency514800,19,224,1864,46.30,14,9.3,0,147,0.084,2.1
CenterFrequency,514800,CenterFrequency514800,18.9,163,1743,46.30,13.8,9.4,1,143,0.089,2.2
CenterFrequency,514800,CenterFrequency514800,18,513,1668,46.30,9.3,9.5,1,143,0.091,2.5
CenterFrequency,514800,CenterFrequency514800,19.4,572,1653,46.30,10.2,9.5,1,135,0.092,2.5
CenterFrequency,514800,CenterFrequency514800,19.1,193,1769,46.40,14.5,9.4,0,152,0.086,2.1
CenterFrequency,514800,CenterFrequency514800,18.9,518,1457,46.40,9.9,9.3,0,124,0.088,2.4
CenterFrequency,514800,CenterFrequency514800,19,629,1722,46.40,12.4,9.5,2,144,0.092,2.5
CenterFrequency,514800,CenterFrequency514800,19,237,1930,46.50,10.4,9.2,0,154,0.103,2.1
CenterFrequency,514800,CenterFrequency514800,18.8,99,1413,46.50,14.7,9.5,0,112,0.062,2.1
CenterFrequency,514800,CenterFrequency514800,18.5,518,1457,46.50,11,9.3,1,111,0.077,2.4
CenterFrequency,514800,CenterFrequency514800,19,186,1874,46.50,10.7,9.4,0,139,0.081,2.2
CenterFrequency,514800,CenterFrequency514800,19.4,210,1780,46.50,9.4,9.3,2,143,0.084,2.2
CenterFrequency,514800,CenterFrequency514800,19,203,1942,46.50,11.1,9.6,0,150,0.093,2.2
CenterFrequency,514800,CenterFrequency514800,19,534,1807,46.60,10.4,9.4,1,142,0.102,2.5
CenterFrequency,514800,CenterFrequency514800,18.9,577,1426,46.60,9.7,9.7,1,120,0.087,2.6
CenterFrequency,514800,CenterFrequency514800,18.9,206,1790,46.80,15.1,9.6,1,142,0.085,2.3
CenterFrequency,514800,CenterFrequency514800,18.3,763,1554,46.80,8.4,9.5,3,127,0.088,2.6
CenterFrequency,514800,CenterFrequency514800,19.1,103,1882,46.90,16.1,10.2,0,143,0.083,2.1
CenterFrequency,514800,CenterFrequency514800,19.1,476,1409,46.90,9.3,9.6,2,127,0.085,2.6
CenterFrequency,514800,CenterFrequency514800,16.8,549,1712,46.90,9.2,9.5,1,139,0.088,2.5
CenterFrequency,514800,CenterFrequency514800,19,248,1998,46.90,15.1,9.6,1,138,0.088,2.2
CenterFrequency,514800,CenterFrequency514800,19,651,1553,46.90,11.1,9.6,2,135,0.096,2.6
CenterFrequency,514800,CenterFrequency514800,19.5,233,1736,47.20,13.5,9.3,0,139,0.083,2
CenterFrequency,514800,CenterFrequency514800,18.9,621,1569,47.20,11.5,8.4,0,124,0.086,2.2
CenterFrequency,514800,CenterFrequency514800,18,593,1647,47.20,9.2,9.4,0,140,0.099,2.4
CenterFrequency,514800,CenterFrequency514800,19.5,194,1707,47.30,10.4,9.6,0,139,0.081,2.4
CenterFrequency,514800,CenterFrequency514800,19.2,201,1869,47.30,10.4,9.5,1,155,0.087,2.3
CenterFrequency,514800,CenterFrequency514800,19.5,174,1877,47.30,14.2,9.5,2,147,0.087,2.2
CenterFrequency,514800,CenterFrequency514800,18.9,462,1478,47.40,11.2,9.5,1,134,0.094,2.6
CenterFrequency,514800,CenterFrequency514800,19.3,200,1845,47.50,10.1,9.4,0,143,0.083,2.2
CenterFrequency,514800,CenterFrequency514800,19.2,194,1713,47.50,9.7,9.8,1,142,0.089,2.4
CenterFrequency,514800,CenterFrequency514800,18.8,564,1526,47.50,9.7,9.5,0,139,0.096,2.4
CenterFrequency,514800,CenterFrequency514800,18.9,191,1840,47.60,12.3,9.4,3,143,0.081,2.2
CenterFrequency,514800,CenterFrequency514800,18.9,187,1737,47.60,14,9.3,1,138,0.082,2.3
CenterFrequency,514800,CenterFrequency514800,19,225,1756,47.60,11.3,9.7,1,139,0.083,2.3
CenterFrequency,514800,CenterFrequency514800,18.5,237,1944,47.60,16.3,9.5,2,147,0.085,2.2
CenterFrequency,514800,CenterFrequency514800,19.5,598,1807,47.80,8.7,9.5,4,141,0.102,2.7
CenterFrequency,514800,CenterFrequency514800,18.9,181,2025,47.80,10.4,9.8,2,155,0.09,2.5
CenterFrequency,514800,CenterFrequency514800,18,555,1667,47.80,12.3,9.7,0,135,0.092,2.6
CenterFrequency,514800,CenterFrequency514800,18.6,641,1778,47.80,14.6,9.6,3,144,0.093,2.6
CenterFrequency,514800,CenterFrequency514800,19,613,1738,47.90,10.5,9.4,2,139,0.095,2.5
CenterFrequency,514800,CenterFrequency514800,18.5,550,1750,48.00,11.2,9.5,0,153,0.101,2.4
CenterFrequency,514800,CenterFrequency514800,19.2,161,2075,48.00,11.5,10,0,167,0.137,2.2
CenterFrequency,514800,CenterFrequency514800,19,103,2220,48.00,11.6,10.4,1,154,0.09,2.4
CenterFrequency,514800,CenterFrequency514800,19.4,603,1607,48.00,10.1,9.5,3,132,0.095,2.6
CenterFrequency,514800,CenterFrequency514800,18.8,589,1619,48.00,12.5,9.4,1,138,0.097,2.4
CenterFrequency,514800,CenterFrequency514800,19,198,1912,48.10,11.3,9.3,1,148,0.086,2.2
CenterFrequency,514800,CenterFrequency514800,18.7,565,1461,48.10,9.3,9.8,2,126,0.092,2.9
